E441,"additional expander, same incision",,,,,,,,,,,,,,,,,,,,,,,,
E442,"additional expander, different incision",,,,,,,,,,,,,,,,,,,,,,,,
E443,"with breast mound creation by prosthesis, to R118",,,,,,,,,,,,,,,,,,,,,,,,
E444,"if inhalation general anaesthesia (other than 50% N2O/O2 mixture) is used, when suture of laceration is sole procedure",,,,,,,,,,,,,,,,,,,,,,,,
E445,each additional digit,,,,,,,,,,,,,,,,,,,,,,,,
E446,each additional,,,,,,,,,,,,,,,,,,,,,,,,
E450,with osteotomy of malleolus,,,,,,,,,,,,,,,,,,,,,,,,
E451,each additional expander (to a maximum of 3),,,,,,,,,,,,,,,,,,,,,,,,
E476,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E477,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E478,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E478,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E478,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E478,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E478,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E479,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E480,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E481,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E481,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E482,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E482,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E483,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E483,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E483,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E484,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E485,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E489,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E491,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E492,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E493,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E494,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E495,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E496,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E497,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E498,"when performed outside hospital, to Z590, Z591 or Z763",,,,,,,,,,,,,,,,,,,,,,,,
E499,,,,,,,,,,,,,,,,,,,,,,,,,
E500,"with axillary node dissection up to the level of the axillary vein, to R102, R158 or R159",,,,,,,,,,,,,,,,,,,,,,,,
E502,"with axillary node dissection up to the level of the axillary vein, to R102, R158 or R159",,,,,,,,,,,,,,,,,,,,,,,,
E503,methyl methacrylate (not arthroplasty),,,,,,,,,,,,,,,,,,,,,,,,
E504,insertion of closed irrigation system during a surgical procedure for post-operative management,,,,,,,,,,,,,,,,,,,,,,,,
E505,separate incision,,,,,,,,,,,,,,,,,,,,,,,,
E505,same incision,,,,,,,,,,,,,,,,,,,,,,,,
E505,banked bone or bone substitutes,,,,,,,,,,,,,,,,,,,,,,,,
E505,,,,,,,,,,,,,,,,,,,,,,,,,
E508,when done in conjunction with another procedure,,,,,,,,,,,,,,,,,,,,,,,,
E509,each additional,,,,,,,,,,,,,,,,,,,,,,,,
E510,each additional (open),,,,,,,,,,,,,,,,,,,,,,,,
E511,each additional,,,,,,,,,,,,,,,,,,,,,,,,
E512,each additional,,,,,,,,,,,,,,,,,,,,,,,,
E513,"more than one, to R537",,,,,,,,,,,,,,,,,,,,,,,,
E514,each additional,,,,,,,,,,,,,,,,,,,,,,,,
E515,each additional,,,,,,,,,,,,,,,,,,,,,,,,
E518,each additional,,,,,,,,,,,,,,,,,,,,,,,,
E519,each additional,,,,,,,,,,,,,,,,,,,,,,,,
E520,each additional,,,,,,,,,,,,,,,,,,,,,,,,
E521,each additional*,,,,,,,,,,,,,,,,,,,,,,,,
E523,each additional*,,,,,,,,,,,,,,,,,,,,,,,,
E524,each additional*,,,,,,,,,,,,,,,,,,,,,,,,
E525,each additional*,,,,,,,,,,,,,,,,,,,,,,,,
E525,each additional*,,,,,,,,,,,,,,,,,,,,,,,,
E527,each additional*,,,,,,,,,,,,,,,,,,,,,,,,
E528,"when testing with penicillin minor determinant mixture outside a hospital setting, to G196",,,,,,,,,,,,,,,,,,,,,,,,
E529,each additional,,,,,,,,,,,,,,,,,,,,,,,,
E530,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E531,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E532,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E537,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E538,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E539,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E540,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E540,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E541,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E542,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E542,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E542,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E542,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E542,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E542,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E542,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E542,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E542,application of plaster cast outside hospital,,,,,,,,,,,,,,,,,,,,,,,,
E542,each additional,,,,,,,,,,,,,,,,,,,,,,,,
E542,each additional,,,,,,,,,,,,,,,,,,,,,,,,
E542,for apertognathia or laterognathia,,,,,,,,,,,,,,,,,,,,,,,,
E542,rigid external fixation pseudoarthrosis,,,,,,,,,,,,,,,,,,,,,,,,
E542,each additional,,,,,,,,,,,,,,,,,,,,,,,,
E542,"more than one, to R536",,,,,,,,,,,,,,,,,,,,,,,,
E542,each additional hammer toe,,,,,,,,,,,,,,,,,,,,,,,,
E542,with meloplasty,,,,,,,,,,,,,,,,,,,,,,,,
E542,,,,,,,,,,,,,,,,,,,,,,,,,
E542,each additional digit,,,,,,,,,,,,,,,,,,,,,,,,
E542,each additional digit,,,,,,,,,,,,,,,,,,,,,,,,
E542,using operating microscope to charges for laryngoscopy,,,,,,,,,,,,,,,,,,,,,,,,
E542,for each additional rib (more than 3) to a maximum of 3 additional,,,,,,,,,,,,,,,,,,,,,,,,
E542,with sternal resection,,,,,,,,,,,,,,,,,,,,,,,,
E542,"with fluorescein injection, to M017",,,,,,,,,,,,,,,,,,,,,,,,
E542,for fixation of each additional rib exceeding four ribs. add,,,,,,,,,,,,,,,,,,,,,,,,
E542,for each additional rib (more than 3) to a maximum of 3 additional,,,,,,,,,,,,,,,,,,,,,,,,
E542,"re-operation more than 30 days subsequent to previous excision, to appropriate excision fee",,,,,,,,,,,,,,,,,,,,,,,,
E543,each additional wedge resection of lung (to a maximum of 3),,,,,,,,,,,,,,,,,,,,,,,,
E544,"with intercostal muscle bundle, pericardium, Azygos vein, or pericardial fat pad, to M130",,,,,,,,,,,,,,,,,,,,,,,,
E546,"with myovascular flap (pectoralis major, latissimus dorsi, rectus abdominus)",,,,,,,,,,,,,,,,,,,,,,,,
E546,with resection of diaphragm and direct suture closure,,,,,,,,,,,,,,,,,,,,,,,,
E547,total extra-pleural pneumonectomy,,,,,,,,,,,,,,,,,,,,,,,,
E550,sleeve pneumonectomy,,,,,,,,,,,,,,,,,,,,,,,,
E551,omental graft,,,,,,,,,,,,,,,,,,,,,,,,
E552,intra-pericardial dissection,,,,,,,,,,,,,,,,,,,,,,,,
E553,bi-lobectomy on right side,,,,,,,,,,,,,,,,,,,,,,,,
E554,with pleural tent,,,,,,,,,,,,,,,,,,,,,,,,
E555,with decortication of remaining lobe(s),,,,,,,,,,,,,,,,,,,,,,,,
E556,sleeve lobectomy,,,,,,,,,,,,,,,,,,,,,,,,
E557,with wedge bronchoplasty,,,,,,,,,,,,,,,,,,,,,,,,
E558,with diagnostic wedge resection,,,,,,,,,,,,,,,,,,,,,,,,
E559,"any bronchoscopic procedure for patients under 3 years of age, to Z327",,,,,,,,,,,,,,,,,,,,,,,,
E560,repeat operation after 30 days,,,,,,,,,,,,,,,,,,,,,,,,
E561,with completion pneumonectomy for positive resection margin,,,,,,,,,,,,,,,,,,,,,,,,
E564,with sleeve resection of pulmonary artery,,,,,,,,,,,,,,,,,,,,,,,,
E564,plus implantation of inferior mesenteric artery,,,,,,,,,,,,,,,,,,,,,,,,
E564,plus implantation of inferior mesenteric artery,,,,,,,,,,,,,,,,,,,,,,,,
E564,"ruptured aneurysm to R802, R803, R817 or R877",,,,,,,,,,,,,,,,,,,,,,,,
E569,"ruptured aneurysm to R802, R803, R817 or R877",,,,,,,,,,,,,,,,,,,,,,,,
E571,each additional lead extraction,,,,,,,,,,,,,,,,,,,,,,,,
E575,endoscopic placement of stent in duodenum,,,,,,,,,,,,,,,,,,,,,,,,
E576,endoscopic placement of stent in duodenum,,,,,,,,,,,,,,,,,,,,,,,,
E577,,,,,,,,,,,,,,,,,,,,,,,,,
E578,with resection of cricoid,,,,,,,,,,,,,,,,,,,,,,,,
E579,"with removal of foreign body, to Z327",,,,,,,,,,,,,,,,,,,,,,,,
E580,"with dilatation of stricture, to Z327",,,,,,,,,,,,,,,,,,,,,,,,
E580,"with selective endobronchial blocker or catheter insertion, to Z327",,,,,,,,,,,,,,,,,,,,,,,,
E580,"with palliative endobronchial tumour resection including laser or cryotherapy, to Z327",,,,,,,,,,,,,,,,,,,,,,,,
E581,"with broncho-alveolar lavage for diagnosis of malignancy or diagnosis and/or treatment of infection and includes obtaining specimens suitable for differential cellular analysis, to Z327",,,,,,,,,,,,,,,,,,,,,,,,
E581,,,,,,,,,,,,,,,,,,,,,,,,,
E581,"with transbronchial lung biopsy with or without image intensification, to Z327",,,,,,,,,,,,,,,,,,,,,,,,
E582,with anterior cricoid split,,,,,,,,,,,,,,,,,,,,,,,,
E583,after chest wall resection where a significant defect (minimum 5 cm in diameter) remains requiring repair with synthetic material,,,,,,,,,,,,,,,,,,,,,,,,
E584,endoscopic placement of stent in rectum,,,,,,,,,,,,,,,,,,,,,,,,
E584,"if performed by external approach using transverse columellar and rim incisions with elevation of nasal tip skin flap, to M012, M013 or M014",,,,,,,,,,,,,,,,,,,,,,,,
E584,"if performed by external approach using transverse columellar and rim incisions with elevation of nasal tip skin flap, to M012, M013 or M014",,,,,,,,,,,,,,,,,,,,,,,,
E584,"if performed by external approach using transverse columellar and rim incisions with elevation of nasal tip skin flap, to M012, M013 or M014",,,,,,,,,,,,,,,,,,,,,,,,
E584,"when using laser with microlaryngoscopy for benign disease, to Z323",,,,,,,,,,,,,,,,,,,,,,,,
E584,"radical mediastinal node dissection following preoperative chemotherapy and/or radiotherapy, to M142, M143, S089 or S090",,,,,,,,,,,,,,,,,,,,,,,,
E584,"radical mediastinal node dissection following preoperative chemotherapy and/or radiotherapy, to M142, M143, S089 or S090",,,,,,,,,,,,,,,,,,,,,,,,
E584,"radical mediastinal node dissection following preoperative chemotherapy and/or radiotherapy, to M142, M143, S089 or S090",,,,,,,,,,,,,,,,,,,,,,,,
E584,"radical mediastinal node dissection following preoperative chemotherapy and/or radiotherapy, to M142, M143, S089 or S090",,,,,,,,,,,,,,,,,,,,,,,,
E584,"off pump coronary artery bypass grafting, to R742 or R743",,,,,,,,,,,,,,,,,,,,,,,,
E584,vein patch angioplasty of coronary artery,,,,,,,,,,,,,,,,,,,,,,,,
E584,"excision of extensive endocardial scar, to ventriculotomy or aneurysm repair",,,,,,,,,,,,,,,,,,,,,,,,
E584,embolectomy and/or thrombectomy when done in conjunction with other vascular procedures,,,,,,,,,,,,,,,,,,,,,,,,
E584,"includes cannulating and decannulating heart or major vein, major artery, supervision of pump and pump run",,,,,,,,,,,,,,,,,,,,,,,,
E584,when done in conjunction with coronary artery repair add,,,,,,,,,,,,,,,,,,,,,,,,
E584,"use of internal mammary or epigastric or radial artery for construction of bypass graft, to R742 or R743",,,,,,,,,,,,,,,,,,,,,,,,
E584,plus stripping,,,,,,,,,,,,,,,,,,,,,,,,
E584,each additional,,,,,,,,,,,,,,,,,,,,,,,,
E585,re-operation for failed vascular grafts for repair or replacement of existing prosthesis (more than one month after original operation),,,,,,,,,,,,,,,,,,,,,,,,
E587,plus I.V.C. ligation,,,,,,,,,,,,,,,,,,,,,,,,
E588,HIS Bundle ablation,,,,,,,,,,,,,,,,,,,,,,,,
E590,with thoracotomy,,,,,,,,,,,,,,,,,,,,,,,,
E591,epicardial E.P.S. mapping,,,,,,,,,,,,,,,,,,,,,,,,
E592,endocardial E.P.S. mapping,,,,,,,,,,,,,,,,,,,,,,,,
E594,with intraductal cytology brushing or intraductal biopsy,,,,,,,,,,,,,,,,,,,,,,,,
E597,when done in conjunction with other cardiac surgery add,,,,,,,,,,,,,,,,,,,,,,,,
E598,closure of duodenum,,,,,,,,,,,,,,,,,,,,,,,,
E599,"with patch graft, to R792",,,,,,,,,,,,,,,,,,,,,,,,
E599,with biliary tract manometry,,,,,,,,,,,,,,,,,,,,,,,,
E600,ruptured,,,,,,,,,,,,,,,,,,,,,,,,
E601,ruptured,,,,,,,,,,,,,,,,,,,,,,,,
E602,with cannulation of minor papilla,,,,,,,,,,,,,,,,,,,,,,,,
E603,with oesophagoscopy-gastroscopy and may include duodenoscopy,,,,,,,,,,,,,,,,,,,,,,,,
E604,following previous thoracotomy,,,,,,,,,,,,,,,,,,,,,,,,
E605,following previous sternotomy,,,,,,,,,,,,,,,,,,,,,,,,
E607,"composite femoral popliteal/tibial bypass (vein PFPE, dacron)",,,,,,,,,,,,,,,,,,,,,,,,
E608,"composite femoral popliteal/tibial bypass (vein PFPE, dacron)",,,,,,,,,,,,,,,,,,,,,,,,
E609,with snare polypectomy 1st polyp > 1 cm (maximum 1),,,,,,,,,,,,,,,,,,,,,,,,
E610,with snare polypectomy each additional polyp > 1 cm (maximum 2),,,,,,,,,,,,,,,,,,,,,,,,
E611,"transbronchial needle aspiration (TBNA) of mediastinal and/or hilar lymph nodes, to Z327",,,,,,,,,,,,,,,,,,,,,,,,
E612,"TBNA of lung mass, to Z327",,,,,,,,,,,,,,,,,,,,,,,,
E613,with vein graft harvest remote from site of by-pass and only when saphenous vein is unavailable,,,,,,,,,,,,,,,,,,,,,,,,
E614,with insertion of first endobiliary prosthesis and/or pancreatic stent (maximum 1),,,,,,,,,,,,,,,,,,,,,,,,
E615,with insertion of each additional endobiliary prosthesis and/or pancreatic stent (maximum 3),,,,,,,,,,,,,,,,,,,,,,,,
E616,"graft of major vessel other than ascending aorta for the purpose of cardiopulmonary bypass or ventricular assist device, to E650",,,,,,,,,,,,,,,,,,,,,,,,
E617,"when performed in infant or child, to Z456 or Z446",,,,,,,,,,,,,,,,,,,,,,,,
E618,"Total excision of very large sessile polyp (> 3 cm) through colonoscope, and may include fulguration, each",,,,,,,,,,,,,,,,,,,,,,,,
E619,"within each other abdominal quadrant, or the pelvis (if the initial abscess was not in the pelvis)",,,,,,,,,,,,,,,,,,,,,,,,
E620,with laser debulking,,,,,,,,,,,,,,,,,,,,,,,,
E621,with laser debulking,,,,,,,,,,,,,,,,,,,,,,,,
E622,with removal of foreign body(ies),,,,,,,,,,,,,,,,,,,,,,,,
E623,,,,,,,,,,,,,,,,,,,,,,,,,
E624,with laser debulking,,,,,,,,,,,,,,,,,,,,,,,,
E625,with dilatation of oesophagus,,,,,,,,,,,,,,,,,,,,,,,,
E626,with repair of Mallory-Weiss laceration,,,,,,,,,,,,,,,,,,,,,,,,
E626,with pneumatic or balloon dilation,,,,,,,,,,,,,,,,,,,,,,,,
E627,each additional tooth,,,,,,,,,,,,,,,,,,,,,,,,
E627,with multiple (3 or more) biopsies of a specific lesion add,,,,,,,,,,,,,,,,,,,,,,,,
E628,with multiple (3 or more) biopsies of a specific lesion add,,,,,,,,,,,,,,,,,,,,,,,,
E629,with snare polypectomy first polyp (> 1 cm),,,,,,,,,,,,,,,,,,,,,,,,
E629,,,,,,,,,,,,,,,,,,,,,,,,,
E630,,,,,,,,,,,,,,,,,,,,,,,,,
E631,with choledochotomy,,,,,,,,,,,,,,,,,,,,,,,,
E632,with choledochotomy,,,,,,,,,,,,,,,,,,,,,,,,
E633,when done with another intra-abdominal procedure,,,,,,,,,,,,,,,,,,,,,,,,
E634,with vagotomy,,,,,,,,,,,,,,,,,,,,,,,,
E635,with vagotomy,,,,,,,,,,,,,,,,,,,,,,,,
E636,"with cholecystectomy, to S299, S300 or S309",,,,,,,,,,,,,,,,,,,,,,,,
E637,"with cholecystectomy, to S299, S300 or S309",,,,,,,,,,,,,,,,,,,,,,,,
E638,"with cholecystectomy, to S299, S300 or S309",,,,,,,,,,,,,,,,,,,,,,,,
E639,each additional biopsy,,,,,,,,,,,,,,,,,,,,,,,,
E640,after previous gastro-enterostomy,,,,,,,,,,,,,,,,,,,,,,,,
E641,after previous gastro-enterostomy,,,,,,,,,,,,,,,,,,,,,,,,
E642,after previous vagotomy and pyloroplasty,,,,,,,,,,,,,,,,,,,,,,,,
E642,after previous partial gastrectomy,,,,,,,,,,,,,,,,,,,,,,,,
E642,after previous partial gastrectomy,,,,,,,,,,,,,,,,,,,,,,,,
E643,after previous partial gastrectomy,,,,,,,,,,,,,,,,,,,,,,,,
E644,repair of entero-cutaneous fistula in conjunction with bowel resection,,,,,,,,,,,,,,,,,,,,,,,,
E644,either of above plus vagotomy,,,,,,,,,,,,,,,,,,,,,,,,
E644,,,,,,,,,,,,,,,,,,,,,,,,,
E644,"bowel resection following previous resection with anastomosis, or following S217, S213, S214 or S215",,,,,,,,,,,,,,,,,,,,,,,,
E645,each additional polyp (3 mm 5 mm),,,,,,,,,,,,,,,,,,,,,,,,
E645C,with choledochotomy,,,,,,,,,,,,,,,,,,,,,,,,
E646,with choledochotomy,,,,,,,,,,,,,,,,,,,,,,,,
E648,with choledochotomy,,,,,,,,,,,,,,,,,,,,,,,,
E649,with transduodenal sphincterotomy,,,,,,,,,,,,,,,,,,,,,,,,
E650,with repair of lacerated spleen,,,,,,,,,,,,,,,,,,,,,,,,
E650C ,administration of chemotherapy or sclerosing agent . add,,,,,,,,,,,,,,,,,,,,,,,,
E651,"recurrent all types of hernia, except oesophageal",,,,,,,,,,,,,,,,,,,,,,,,
E652,,,,,,,,,,,,,,,,,,,,,,,,,
E653,,,,,,,,,,,,,,,,,,,,,,,,,
E654,hydrocele extra applicable to adults only,,,,,,,,,,,,,,,,,,,,,,,,
E655,with truncal or selective vagotomy,,,,,,,,,,,,,,,,,,,,,,,,
E657,with highly selective vagotomy,,,,,,,,,,,,,,,,,,,,,,,,
E658,with reconstruction,,,,,,,,,,,,,,,,,,,,,,,,
E659,with suture of bleeding peptic ulcer,,,,,,,,,,,,,,,,,,,,,,,,
E660,with suture of bleeding peptic ulcer,,,,,,,,,,,,,,,,,,,,,,,,
E661,with suture of bleeding peptic ulcer,,,,,,,,,,,,,,,,,,,,,,,,
E662,with suture of bleeding peptic ulcer,,,,,,,,,,,,,,,,,,,,,,,,
E663,with biopsy,,,,,,,,,,,,,,,,,,,,,,,,
E664,with repair of intestine single,,,,,,,,,,,,,,,,,,,,,,,,
E665,multiple and/or with resection,,,,,,,,,,,,,,,,,,,,,,,,
E666,with splenectomy (partial or complete),,,,,,,,,,,,,,,,,,,,,,,,
E667,with repair of lacerated liver,,,,,,,,,,,,,,,,,,,,,,,,
E667,when done with another intra-abdominal procedure,,,,,,,,,,,,,,,,,,,,,,,,
E668,"with continent ileostomy, to either S168, S169, S170, S173 or S174",,,,,,,,,,,,,,,,,,,,,,,,
E669,with repair of diaphragm,,,,,,,,,,,,,,,,,,,,,,,,
E670,,,,,,,,,,,,,,,,,,,,,,,,,
E671,,,,,,,,,,,,,,,,,,,,,,,,,
E672,,,,,,,,,,,,,,,,,,,,,,,,,
E672,"with entero-enterostomy, to S281 or S283",,,,,,,,,,,,,,,,,,,,,,,,
E674,"with gastroplasty, to either S091, S092, or S079",,,,,,,,,,,,,,,,,,,,,,,,
E675,insertion of tubes and post-operative continuous peritoneal lavage when combined with any other abdominal procedure,,,,,,,,,,,,,,,,,,,,,,,,
E677,"when Z535, Z536 or Z592 performed outside hospitaladd",,,,,,,,,,,,,,,,,,,,,,,,
E678,to cecum,,,,,,,,,,,,,,,,,,,,,,,,
E679,to cecum,,,,,,,,,,,,,,,,,,,,,,,,
E680,"with repair of umbilical hernia, to S318",,,,,,,,,,,,,,,,,,,,,,,,
E681,,,,,,,,,,,,,,,,,,,,,,,,,
E682,when done in conjunction with another procedure,,,,,,,,,,,,,,,,,,,,,,,,
E683,with insertion of chemotherapeutic agent(s),,,,,,,,,,,,,,,,,,,,,,,,
E683,with repeat surgery on kidney at least 30 days after previous kidney surgery,,,,,,,,,,,,,,,,,,,,,,,,
E683,live donor,,,,,,,,,,,,,,,,,,,,,,,,
E683,with removal of calculus,,,,,,,,,,,,,,,,,,,,,,,,
E683,with inflatable prosthesis,,,,,,,,,,,,,,,,,,,,,,,,
E684,with resection of strangulated contents,,,,,,,,,,,,,,,,,,,,,,,,
E685,without resection of strangulated contents,,,,,,,,,,,,,,,,,,,,,,,,
E686,with oesophageal hiatus hernia repair,,,,,,,,,,,,,,,,,,,,,,,,
E687,with oesophageal hiatus hernia repair,,,,,,,,,,,,,,,,,,,,,,,,
E688,"if disintegrated by any method, to Z627",,,,,,,,,,,,,,,,,,,,,,,,
E690,with removal of calculus,,,,,,,,,,,,,,,,,,,,,,,,
E691,intracorporeal lithotripsy by any method,,,,,,,,,,,,,,,,,,,,,,,,
E692,reconstruction or repair of renal artery done in addition torenal transplantation procedures,,,,,,,,,,,,,,,,,,,,,,,,
E693,"umbilical hernia repair when done in conjunction with other abdominal surgery, to other surgery",,,,,,,,,,,,,,,,,,,,,,,,
E694,with gland dissection,,,,,,,,,,,,,,,,,,,,,,,,
E695,with repair of vena cava for thrombus below the hepatic vein,,,,,,,,,,,,,,,,,,,,,,,,
E696,with repair of vena cava for thrombus above the hepatic vein,,,,,,,,,,,,,,,,,,,,,,,,
E697,team fee (not to be billed when assistant fees are billed),,,,,,,,,,,,,,,,,,,,,,,,
E698,with duodenoscopy and drainage of bile after I.V. CCK stimulation,,,,,,,,,,,,,,,,,,,,,,,,
E700,team fee (not to be billed when assistant fees are billed),,,,,,,,,,,,,,,,,,,,,,,,
E702,percutaneous removal of staghorn calculus filling renal pelvis and extending into calyces,,,,,,,,,,,,,,,,,,,,,,,,
E702,with placement of ureteric stent past obstructing lesion (unilateral),,,,,,,,,,,,,,,,,,,,,,,,
E703,"with catheterization of the ureter and collection of the ureteral specimen, unilateral",,,,,,,,,,,,,,,,,,,,,,,,
E704,"with unilateral brush biopsy of renal pelvis and/or ureter, and/or transurethral biopsy of bladder",,,,,,,,,,,,,,,,,,,,,,,,
E705,with cystometrogram (to include urethral pressure profile if necessary),,,,,,,,,,,,,,,,,,,,,,,,
E706,with needle biopsy of prostate,,,,,,,,,,,,,,,,,,,,,,,,
E706,with electrocoagulation tumour(s),,,,,,,,,,,,,,,,,,,,,,,,
E707,with electrocoagulation Hunner ulcer,,,,,,,,,,,,,,,,,,,,,,,,
E708,with secondary surgical evacuation of bladder clots and control of haemorrhage,,,,,,,,,,,,,,,,,,,,,,,,
E708,with hydrodistention of bladder general anaesthetic add,,,,,,,,,,,,,,,,,,,,,,,,
E709,,,,,,,,,,,,,,,,,,,,,,,,,
E709,"with resection or incision bladder neck, female",,,,,,,,,,,,,,,,,,,,,,,,
E709,"with resection or incision bladder neck, male",,,,,,,,,,,,,,,,,,,,,,,,
E710,"with ureteral meatotomy, by any means",,,,,,,,,,,,,,,,,,,,,,,,
E711,with removal foreign body or calculus,,,,,,,,,,,,,,,,,,,,,,,,
E711,with removal of ureteric catheter,,,,,,,,,,,,,,,,,,,,,,,,
E712,with periurethral injection of bulking agents,,,,,,,,,,,,,,,,,,,,,,,,
E713,"with intra-operative cholangiogram, to S287",,,,,,,,,,,,,,,,,,,,,,,,
E713,"with brushing of oesophagus, stomach, and/or duodenum",,,,,,,,,,,,,,,,,,,,,,,,
E713,"with mobilization of splenic flexure, to S167",,,,,,,,,,,,,,,,,,,,,,,,
E714,"with mobilization of splenic flexure, to S167",,,,,,,,,,,,,,,,,,,,,,,,
E716,"management of uncomplicated upper or lower gastrointestinal bleeding, by any technique (e.g. laser, injection, diathermy, banding etc.) to Z496 or Z497",,,,,,,,,,,,,,,,,,,,,,,,
E717,"management of uncomplicated upper or lower gastrointestinal bleeding, by any technique (e.g. laser, injection, diathermy, banding etc.) to Z496 or Z497",,,,,,,,,,,,,,,,,,,,,,,,
E718,management of complicated upper gastrointestinal bleeding by any technique in haemodynamically unstable patients with active bleeding during endoscopy,,,,,,,,,,,,,,,,,,,,,,,,
E720,"each additional polyp, by snare polypectomy (> 1 cm) (to a maximum of 2)",,,,,,,,,,,,,,,,,,,,,,,,
E721,"recipient, with evisceration, to S197",,,,,,,,,,,,,,,,,,,,,,,,
E721,"neo-rectal pouch formation, to S169 or S171",,,,,,,,,,,,,,,,,,,,,,,,
E721,"neo-rectal pouch formation, to S169 or S171",,,,,,,,,,,,,,,,,,,,,,,,
E722,,,,,,,,,,,,,,,,,,,,,,,,,
E723,,,,,,,,,,,,,,,,,,,,,,,,,
E724,"with catheterization of the ureter and retrograde injection of opaque media, unilateral",,,,,,,,,,,,,,,,,,,,,,,,
E725,"with insertion of ureteric stent, unilateral",,,,,,,,,,,,,,,,,,,,,,,,
E726,with biopsy of one or more sites in ureter and/or pelvis using ureteroscope,,,,,,,,,,,,,,,,,,,,,,,,
E726,,,,,,,,,,,,,,,,,,,,,,,,,
E727,"resection and fulgarization of one or more ureteral or renal pelvic tumours, to Z628",,,,,,,,,,,,,,,,,,,,,,,,
E728,with bladder biopsy general anaesthetic,,,,,,,,,,,,,,,,,,,,,,,,
E729,"with miniplate(s)**, per major fracture line",,,,,,,,,,,,,,,,,,,,,,,,
E730,,,,,,,,,,,,,,,,,,,,,,,,,
E731,,,,,,,,,,,,,,,,,,,,,,,,,
E731,"with mini-plate(s)**, per major fracture line",,,,,,,,,,,,,,,,,,,,,,,,
E731,"with mini-plate(s)**, per major fracture line",,,,,,,,,,,,,,,,,,,,,,,,
E731,"with mini-plate(s)**, per major fracture line",,,,,,,,,,,,,,,,,,,,,,,,
